acctAge,visitsMonth,spendToDate,spendMonth,satSite,satQuality,satPrice,satOverall,coupon,purchase
5,6,233,79,5,6,4,4,1,0
19,9,63,6,5,5,5,6,1,0
16,9,37,37,7,5,7,8,0,0
23,7,94,94,9,9,9,9,1,0
4,7,19,9,5,5,5,5,0,0
12,7,44,33,5,6,5,6,0,0
22,10,129,8,5,3,6,6,0,0
15,11,24,6,8,8,7,7,0,0
13,8,215,65,7,8,7,7,1,0
8,6,78,78,3,4,3,3,0,0
6,9,219,7,6,7,6,6,0,0
18,7,19,19,6,7,7,6,1,0
6,6,224,224,6,7,6,5,1,0
12,7,38,38,5,7,6,6,0,0
16,4,30,10,2,4,2,3,0,0
17,3,35,35,5,5,4,5,0,0
8,5,391,61,4,6,3,2,0,0
16,11,52,52,6,6,5,5,0,0
20,8,28,28,5,7,6,6,0,0
15,6,66,15,7,6,7,8,1,0
4,8,124,29,5,6,5,5,1,0
2,4,68,68,8,8,8,8,0,0
14,9,430,7,8,8,8,7,1,0
20,8,73,10,6,7,6,5,0,0
10,11,45,36,8,7,7,7,1,1
12,9,103,77,5,5,4,3,0,0
21,12,17,10,9,9,8,9,0,0
4,7,52,52,4,4,4,4,1,0
9,8,97,7,7,9,7,6,1,0
10,4,25,25,5,6,5,6,1,0
3,10,57,52,4,5,4,4,0,0
5,9,336,96,4,6,3,2,0,0
7,6,52,12,7,8,6,7,0,0
12,6,176,19,6,6,6,7,0,0
15,5,22,22,6,6,5,6,1,0
12,9,112,28,7,8,6,6,0,0
12,4,27,7,6,7,6,5,0,0
20,9,50,50,7,8,7,6,0,0
9,10,37,37,4,3,4,5,0,0
12,9,14,14,5,6,4,4,0,0
18,10,38,38,5,6,5,4,0,0
20,6,98,12,5,6,5,4,1,0
23,8,207,99,7,8,6,6,1,0
13,6,325,8,7,8,7,6,1,0
18,7,471,44,4,3,3,3,0,0
17,5,322,12,4,4,4,4,0,0
19,5,29,11,7,6,7,7,0,0
18,6,17,17,3,4,3,3,0,0
8,8,22,5,7,5,7,7,0,0
6,5,55,5,6,5,5,6,0,0
20,5,26,11,6,5,5,6,0,0
4,2,202,202,4,5,4,4,1,0
17,8,69,10,8,8,8,8,1,0
7,4,28,28,5,6,6,7,0,0
23,7,814,159,7,6,7,8,0,0
4,10,25,25,6,5,7,7,0,0
17,11,36,8,8,6,8,9,1,0
21,8,74,5,6,5,6,7,1,0
10,4,27,6,3,5,3,3,1,0
7,6,31,7,6,5,7,8,1,0
16,7,77,8,8,9,8,8,0,0
7,5,54,54,6,7,6,6,1,0
20,4,96,96,4,7,5,4,0,0
16,11,25,6,5,6,5,5,1,0
10,7,20,20,4,5,3,4,0,0
3,4,37,20,5,6,5,4,0,0
18,3,58,58,1,3,1,1,0,0
20,6,51,6,6,6,6,5,1,0
9,6,25,25,4,5,4,4,0,0
6,10,17,9,7,7,7,7,1,0
16,7,29,29,7,8,7,7,0,0
13,12,20,20,7,8,7,6,1,0
11,6,639,12,4,5,3,3,0,0
7,6,21,18,4,6,4,4,0,0
21,8,38,16,5,6,5,5,0,0
14,7,871,444,5,6,5,5,1,0
16,9,46,46,7,7,7,8,1,0
12,10,24,24,6,6,7,7,1,0
19,9,227,46,8,6,7,6,0,0
18,9,728,8,5,6,5,4,0,0
19,5,49,6,4,6,4,4,0,0
19,7,318,5,7,6,7,7,0,0
18,9,367,6,5,5,6,6,1,0
17,5,30,18,3,4,4,4,1,0
5,5,78,6,6,7,5,4,0,0
11,9,36,31,8,8,8,7,1,1
11,7,18,5,4,6,4,3,1,0
19,9,62,38,8,7,8,7,0,0
18,5,531,11,6,7,7,8,0,0
19,8,86,6,5,6,6,6,1,0
20,7,19,7,3,4,2,3,0,0
11,10,292,180,6,6,7,7,1,0
13,9,28,8,6,5,6,5,0,0
18,11,142,7,5,5,5,4,1,0
22,5,100,11,7,8,7,8,1,0
23,12,33,31,10,9,10,9,1,1
16,8,617,56,6,7,6,6,0,0
6,6,53,17,5,5,5,5,1,0
23,8,60,60,5,6,6,6,0,0
5,8,89,6,6,6,7,7,1,0
15,6,115,115,5,6,5,5,0,0
16,4,101,101,4,3,5,5,0,0
3,5,22,14,7,8,6,6,1,0
6,9,19,16,8,9,8,8,1,0
20,9,26,9,6,6,7,6,0,0
23,7,45,45,5,5,5,4,1,0
5,4,29,10,5,4,5,6,0,0
1,4,69,38,3,3,3,3,1,0
12,8,45,45,4,5,4,4,0,0
12,6,113,113,8,10,8,6,0,0
14,9,20,8,9,8,9,9,0,0
7,7,58,14,7,7,7,7,0,0
4,5,24,24,7,8,7,7,0,0
13,7,36,9,4,5,4,3,0,0
14,7,20,20,6,7,6,5,0,0
10,5,34,7,4,5,5,5,0,0
19,9,736,21,5,5,5,5,0,0
19,7,126,126,5,6,4,4,0,0
20,8,26,25,5,6,5,5,0,0
12,5,36,12,4,4,4,4,1,0
21,9,188,8,5,7,5,4,0,0
12,6,80,58,3,4,3,4,0,0
20,6,245,45,4,7,3,2,0,0
22,8,174,130,7,7,7,7,1,0
9,5,36,6,5,7,6,6,0,0
20,5,49,13,4,4,4,3,0,0
10,8,38,6,5,6,5,5,0,0
14,8,29,12,5,6,5,6,0,0
18,9,120,34,7,7,7,7,0,0
8,8,37,37,6,7,6,5,1,0
20,6,367,26,6,6,6,6,0,0
13,9,46,46,8,6,8,9,0,0
15,8,290,26,4,5,4,4,1,0
15,9,42,14,7,7,7,7,0,0
21,7,43,9,6,7,5,5,0,0
10,4,80,80,7,7,7,8,1,0
2,5,36,29,4,4,4,4,0,0
2,5,93,63,5,6,5,4,0,0
9,7,146,12,4,4,4,4,1,0
17,8,43,43,6,5,6,5,0,0
17,7,335,8,8,6,8,8,0,0
20,5,24,8,5,4,5,6,1,0
16,8,557,11,6,7,6,7,0,0
22,4,41,13,7,7,7,7,0,0
6,7,20,20,7,5,6,8,1,0
6,10,23,23,6,6,6,5,0,0
17,10,27,25,4,6,4,3,0,0
9,7,434,147,4,5,5,4,0,0
11,8,29,17,6,8,6,5,0,0
10,7,38,38,5,6,5,5,0,0
2,9,17,8,7,7,7,7,0,0
5,5,502,6,5,6,5,5,0,0
7,5,31,8,7,7,7,7,1,0
15,8,137,63,7,7,7,7,0,0
18,10,34,9,9,8,9,8,1,0
10,6,49,28,6,5,6,5,0,0
5,5,391,17,9,10,9,9,0,0
3,4,23,23,5,5,5,5,0,0
24,9,61,50,7,7,6,7,1,1
6,7,21,8,8,8,9,9,1,0
19,2,68,33,3,4,3,2,0,0
10,7,52,29,7,9,6,5,0,0
22,11,19,19,7,5,7,8,0,0
5,8,31,22,7,8,7,6,1,0
19,7,81,11,4,3,4,5,1,0
4,9,89,14,4,4,4,4,0,0
18,5,30,14,6,7,7,7,0,0
7,10,27,5,6,7,6,6,0,0
9,12,36,5,6,7,6,6,0,0
10,5,170,19,5,5,6,5,0,0
11,9,23,10,7,6,7,7,0,0
17,4,23,23,4,5,4,4,0,0
22,8,36,5,7,8,7,8,0,0
20,9,200,50,4,4,4,3,1,0
18,7,747,7,3,4,3,2,0,0
17,8,231,5,5,5,5,6,0,0
22,6,41,41,6,6,7,7,1,0
17,6,19,19,7,7,7,6,0,0
10,12,159,35,3,3,2,2,0,0
9,5,37,6,6,6,6,7,0,0
8,9,71,71,7,8,7,6,1,0
17,4,22,7,6,6,6,5,0,0
13,12,57,57,6,7,6,5,1,0
9,7,108,64,6,7,6,6,0,0
6,3,48,5,7,7,8,8,0,0
11,8,58,12,5,6,5,6,1,0
11,5,178,17,5,6,5,4,0,0
22,7,25,25,5,6,5,5,0,0
21,4,44,6,6,6,7,6,0,0
16,4,26,8,7,7,7,7,1,0
6,6,60,37,6,7,7,7,0,0
2,4,76,5,5,5,5,6,0,0
3,8,90,12,5,6,5,5,1,0
16,6,40,11,6,7,7,6,1,0
17,7,22,18,8,8,7,7,0,0
11,4,305,5,7,6,7,6,0,0
11,9,542,17,6,6,7,7,0,0
3,7,32,11,5,6,5,4,0,0
17,5,74,19,3,3,3,4,0,0
19,2,58,58,4,5,4,5,0,0
8,5,34,8,5,6,5,5,0,0
12,6,64,64,5,2,6,7,0,0
15,9,96,86,7,7,8,8,1,0
12,8,62,8,5,5,5,4,0,0
18,6,43,43,5,6,4,4,1,0
5,6,44,44,3,4,3,2,0,0
18,5,66,57,7,9,6,5,0,0
6,5,17,17,3,2,3,4,0,0
16,9,34,34,7,7,7,6,0,0
13,10,57,15,9,9,8,7,0,0
10,9,31,51,8,6,9,10,1,1
21,9,875,5,10,9,10,10,1,0
16,10,32,19,4,4,5,6,1,0
14,6,56,10,5,6,6,5,1,0
18,10,37,27,6,7,5,5,1,0
19,8,30,6,7,8,7,7,0,0
12,5,28,28,3,3,3,3,0,0
2,5,32,12,6,8,6,5,0,0
19,10,40,16,5,5,4,4,0,0
3,7,90,14,5,8,5,3,0,0
11,6,788,11,7,5,7,7,1,0
7,10,344,37,4,4,4,3,1,0
21,9,47,7,6,4,7,8,0,0
16,6,23,23,6,7,6,6,0,0
9,9,53,28,6,6,6,6,0,0
4,7,12,12,4,5,4,4,0,0
21,8,27,18,4,5,4,5,1,0
14,8,36,15,9,8,9,10,1,0
9,5,40,34,6,5,6,6,0,0
7,9,22,16,6,5,6,5,0,0
5,8,22,12,8,7,8,8,0,0
18,4,184,10,6,6,6,6,0,0
10,3,113,8,1,2,1,1,0,0
20,6,46,8,3,2,4,5,0,0
7,5,48,10,7,8,7,7,0,0
22,9,54,9,6,6,7,7,0,0
17,8,538,7,7,9,6,6,0,0
19,7,142,39,6,5,6,6,0,0
6,6,348,348,6,7,6,6,1,0
5,5,25,25,3,3,3,3,0,0
20,6,28,21,4,6,4,4,0,0
16,5,919,10,6,6,6,6,1,0
9,9,254,37,8,7,8,8,1,0
7,6,61,13,4,4,4,4,1,0
4,4,22,22,2,3,2,2,0,0
21,11,26,5,5,4,5,5,0,0
3,6,44,34,8,9,9,8,0,0
6,6,19,19,3,4,4,4,0,0
12,6,94,94,5,5,5,5,0,0
16,7,66,15,6,7,6,5,0,0
19,8,36,10,4,4,4,4,1,0
6,11,78,5,7,6,7,7,0,0
3,4,46,6,2,3,1,2,0,0
13,5,215,16,5,4,5,5,0,0
6,2,41,20,4,2,4,5,0,0
14,7,96,10,5,5,5,5,1,0
12,8,218,9,6,6,6,6,0,0
6,11,34,6,5,6,5,4,0,0
6,4,162,17,7,7,8,7,0,0
12,12,46,46,7,8,7,6,0,0
13,8,61,14,6,7,6,6,0,0
16,9,34,34,6,5,6,7,0,0
9,10,46,21,7,7,7,8,0,0
21,6,29,29,6,6,6,7,0,0
19,5,72,8,2,4,2,1,0,0
4,8,75,14,6,7,6,5,0,0
17,8,120,12,4,6,4,3,0,0
16,5,50,7,3,3,3,4,1,0
12,5,721,23,3,4,3,4,0,0
8,8,134,8,7,6,7,7,1,0
21,9,62,8,7,7,6,6,0,0
13,10,1163,8,8,7,8,8,1,0
18,5,25,7,5,6,5,5,0,0
12,6,38,25,9,9,9,9,1,0
15,7,986,169,6,6,7,8,0,0
9,7,28,28,3,4,3,2,0,0
14,10,37,37,5,7,5,4,0,0
4,6,41,31,6,7,7,7,1,0
15,5,85,17,4,2,4,4,0,0
5,6,79,10,4,4,3,4,0,0
17,4,32,6,5,6,5,5,0,0
9,9,28,7,7,7,7,7,0,0
22,9,108,21,5,5,4,4,0,0
13,3,15,13,5,6,5,5,0,0
16,8,38,14,5,6,5,5,0,0
10,10,1040,316,7,8,8,7,1,0
20,6,33,33,5,6,5,4,0,0
15,7,29,20,6,8,6,6,0,0
20,8,112,54,6,7,6,5,0,0
15,6,71,23,3,2,3,3,0,0
20,8,26,46,8,8,8,7,1,1
5,9,475,6,8,8,8,8,0,0
14,5,26,8,5,5,5,5,1,0
22,6,21,5,5,6,4,4,0,0
10,7,45,45,6,6,6,6,1,0
10,6,37,12,5,6,5,5,0,0
15,7,55,55,6,7,6,6,0,0
17,9,38,38,8,8,8,8,0,0
20,7,26,5,5,6,5,5,0,0
22,11,30,50,6,7,6,8,0,1
17,8,47,9,6,6,6,6,1,0
13,11,18,10,7,7,8,7,1,0
13,9,120,13,6,6,6,6,0,0
5,6,783,7,2,4,3,2,0,0
15,8,99,28,9,9,8,8,1,1
18,5,47,36,6,7,6,7,0,0
14,9,20,20,9,10,9,9,1,0
12,7,33,33,7,8,7,8,0,0
5,9,19,14,6,5,6,6,1,0
4,7,100,20,4,6,3,4,1,0
6,6,523,16,5,3,6,5,0,0
16,8,28,6,4,5,5,5,0,0
18,5,45,45,5,5,4,4,0,0
24,11,21,21,8,8,7,6,0,0
19,7,20,12,7,7,7,6,1,0
9,5,40,7,5,6,4,4,0,0
21,4,114,18,7,6,7,8,1,0
8,6,71,71,6,9,6,5,1,0
21,9,87,38,3,4,3,2,0,0
14,9,41,13,5,5,5,5,1,0
15,7,119,14,6,6,6,6,0,0
20,10,20,5,6,6,5,4,0,0
18,11,99,30,5,5,5,5,0,0
10,8,27,8,5,6,5,4,0,0
8,11,39,26,7,6,7,7,0,1
15,7,839,92,6,5,7,8,0,0
14,5,37,37,6,6,7,7,1,0
7,2,729,10,6,7,6,7,1,0
2,7,86,8,5,5,5,6,1,0
10,10,36,9,8,6,8,8,1,0
14,4,89,89,5,6,5,4,0,0
17,6,32,32,4,3,5,6,0,0
12,11,152,37,6,6,6,6,0,0
12,5,603,10,5,6,5,4,0,0
22,10,29,7,5,5,5,5,0,0
15,6,26,26,6,7,6,6,0,0
9,7,104,15,5,5,5,4,0,0
8,12,208,208,6,6,5,5,0,0
14,11,59,20,7,6,6,7,0,0
15,8,37,16,7,6,7,7,1,0
10,5,42,10,7,6,7,6,0,0
11,9,28,28,5,4,5,4,0,0
7,6,56,56,5,6,5,6,0,0
12,8,90,6,4,4,4,3,0,0
20,6,442,13,6,7,5,5,0,0
18,8,28,10,4,5,4,4,0,0
11,6,26,26,6,6,6,6,0,0
14,6,66,16,6,5,6,7,1,0
19,9,389,54,7,6,7,8,1,0
17,8,45,9,5,7,6,5,1,0
12,4,39,18,4,6,4,3,0,0
17,10,56,5,9,8,9,8,1,0
11,3,126,30,5,7,5,6,0,0
8,9,33,6,10,10,10,10,1,0
10,9,22,9,6,6,5,5,0,0
22,5,24,18,6,5,6,6,0,0
3,4,626,15,3,4,3,3,0,0
7,5,16,7,4,6,4,4,1,0
14,6,791,33,5,6,6,7,1,0
16,11,80,24,7,8,7,6,0,0
9,8,76,9,7,7,7,7,0,0
7,8,40,7,5,5,5,5,0,0
8,9,20,20,6,7,6,5,1,0
18,8,45,10,6,5,6,6,0,0
4,7,29,29,5,6,5,4,1,0
21,7,23,23,5,5,5,5,1,0
4,7,57,34,4,5,4,3,0,0
6,7,33,7,5,5,5,6,0,0
20,6,473,473,3,6,4,3,0,0
4,8,18,9,7,6,7,7,0,0
21,6,59,9,6,6,6,7,1,0
18,6,26,7,6,6,6,5,1,0
17,5,62,10,5,5,5,6,0,0
7,5,27,27,5,5,5,5,1,0
21,7,27,27,7,6,7,8,0,0
13,8,35,7,7,8,7,6,0,0
11,4,61,13,6,7,6,6,1,0
11,7,38,38,2,3,3,4,0,0
13,10,26,26,8,9,8,7,0,0
6,6,52,52,7,8,7,6,0,0
13,7,144,13,4,5,3,3,0,0
12,5,40,8,7,8,7,7,1,0
19,10,76,9,6,7,7,7,0,0
12,12,23,7,6,7,6,7,0,0
8,5,173,173,3,3,3,4,0,0
16,3,125,19,5,4,4,4,0,0
10,7,71,10,7,7,7,7,0,0
19,10,139,47,6,6,6,6,1,0
17,10,23,23,9,10,9,7,1,0
15,13,97,97,6,7,6,6,1,0
19,5,21,7,6,7,6,6,1,0
7,5,23,11,5,6,6,6,1,0
13,5,18,14,5,6,5,7,0,0
19,6,38,19,4,3,5,6,1,0
16,8,25,5,3,2,3,3,0,0
15,8,44,44,7,7,8,7,1,0
9,8,82,31,6,6,6,6,1,0
23,10,61,6,6,5,6,8,0,0
8,9,12,7,5,6,6,5,0,0
3,5,82,5,6,7,7,6,1,0
19,8,65,5,8,8,8,8,1,0
11,8,27,27,6,6,6,6,1,0
5,9,26,26,6,7,6,5,1,0
16,7,27,27,5,8,5,3,1,0
16,5,53,7,6,7,7,6,0,0
15,2,22,16,5,6,5,5,0,0
14,6,18,18,6,8,7,7,1,0
19,8,951,56,6,6,7,6,0,0
16,4,362,6,5,6,6,6,1,0
21,10,39,12,5,6,5,4,0,0
19,5,92,92,8,9,8,7,0,0
11,4,27,5,5,4,5,4,0,0
10,5,17,12,6,5,6,6,0,0
19,7,19,19,4,6,4,3,0,0
4,10,18,8,4,7,5,4,1,0
20,6,29,5,8,8,7,8,0,0
20,6,43,11,7,6,8,9,1,0
3,11,33,26,6,7,7,6,0,0
21,7,36,36,5,7,6,5,1,0
18,8,339,339,5,4,5,5,0,0
7,3,28,10,4,3,4,4,0,0
14,5,51,17,6,6,6,6,0,0
12,5,65,65,5,6,6,5,0,0
19,6,346,9,4,5,4,5,1,0
16,6,21,14,2,6,2,2,0,0
10,8,24,9,8,9,8,7,0,0
8,10,30,9,7,6,7,7,1,0
9,9,31,17,7,6,6,6,0,0
21,7,65,5,8,8,8,7,1,0
7,6,40,40,5,5,5,5,0,0
15,9,300,7,7,7,7,6,0,0
15,5,30,30,4,6,4,3,0,0
19,8,34,20,9,10,9,8,0,0
3,6,62,22,5,6,5,5,0,0
5,4,51,23,7,8,7,7,0,0
9,6,31,6,6,5,6,7,0,0
9,7,32,32,7,7,7,7,0,0
6,6,43,43,6,5,6,6,1,0
23,9,65,65,7,7,8,8,1,0
11,8,569,6,6,7,6,6,0,0
13,9,174,95,8,7,8,7,0,0
16,9,19,9,6,4,6,7,0,0
14,8,33,19,6,8,6,4,1,0
6,7,51,6,6,5,5,6,0,0
21,5,32,20,6,6,6,5,0,0
17,5,17,10,4,4,4,4,1,0
17,5,590,5,8,8,8,8,0,0
4,10,33,17,5,7,6,4,1,0
11,5,24,13,8,8,9,8,1,0
17,8,29,29,3,4,3,3,0,0
9,10,27,8,3,2,4,3,0,0
11,9,164,5,5,6,5,4,0,0
15,8,23,6,8,9,8,7,1,0
23,8,129,129,6,6,7,7,1,0
9,7,34,34,4,4,4,3,0,0
16,7,64,7,6,7,6,6,0,0
9,6,80,80,4,6,5,4,0,0
22,10,653,11,5,6,5,4,0,0
8,7,29,9,4,4,4,5,1,0
19,5,39,39,5,6,6,7,1,0
10,5,80,17,5,5,5,5,0,0
5,7,118,66,4,5,3,3,0,0
19,6,56,56,4,6,4,4,0,0
21,8,25,16,6,6,6,7,0,0
16,5,75,30,5,6,4,4,0,0
14,5,25,7,6,8,6,5,0,0
6,7,55,18,6,5,7,7,1,0
14,8,47,12,6,5,6,6,1,0
9,9,42,6,7,7,6,6,0,0
20,6,90,12,4,4,3,3,0,0
13,10,44,64,7,7,7,6,0,1
4,8,44,44,6,7,7,7,0,0
22,11,69,23,7,5,7,8,1,0
13,7,44,44,3,2,4,4,0,0
15,7,35,11,7,7,6,5,1,0
21,8,93,93,7,6,7,7,1,0
13,9,45,45,6,6,5,4,0,0
14,7,27,37,7,7,7,7,1,1
20,7,465,9,6,8,5,6,0,0
3,5,59,8,5,4,5,6,0,0
10,9,33,29,6,6,6,6,0,0
10,7,90,11,8,9,8,8,0,0
21,8,28,6,5,5,5,5,0,0
16,6,6,6,4,4,5,6,0,0
3,4,56,8,7,8,7,7,0,0
15,6,20,20,8,8,7,7,1,0
4,11,138,6,5,5,5,5,0,0
4,9,78,50,6,7,6,6,0,0
8,2,20,7,4,4,4,5,0,0
20,7,33,9,5,6,5,6,1,0
9,5,24,24,5,5,5,5,0,0
3,7,86,66,4,6,4,4,0,0
18,9,181,96,4,3,4,5,0,0
5,12,44,11,6,5,6,6,1,0
16,5,19,19,5,6,5,6,0,0
13,9,82,69,7,6,6,5,0,0
5,8,33,17,3,2,3,2,0,0
17,14,1021,1041,8,9,7,7,1,1
12,6,22,22,6,6,6,5,1,0
16,4,147,21,6,8,7,6,1,0
10,7,19,11,6,6,7,8,1,0
17,7,22,7,6,6,6,6,0,0
20,3,68,26,5,5,4,4,0,0
21,10,346,14,7,6,7,7,1,0
20,7,102,5,6,6,6,5,1,0
16,9,17,17,6,6,7,7,1,0
19,4,15,13,3,4,3,4,0,0
15,11,44,8,7,6,7,6,0,0
12,7,27,14,7,6,7,8,0,0
6,6,299,299,5,5,6,7,0,0
4,5,37,37,7,9,7,5,0,0
3,5,146,8,6,7,6,5,0,0
10,6,34,34,5,6,5,5,0,0
21,6,42,42,5,5,5,6,0,0
8,11,39,39,7,8,7,7,1,0
12,7,46,46,5,5,6,7,1,0
15,10,1094,5,6,8,5,5,0,0
8,6,16,5,4,6,4,5,1,0
15,7,53,7,5,4,5,5,0,0
8,8,42,23,5,6,5,5,1,0
8,8,85,8,5,6,5,4,0,0
8,8,83,57,5,5,5,6,0,0
4,7,103,103,3,2,2,2,0,0
5,6,39,18,5,5,5,5,0,0
18,6,18,16,5,6,6,5,1,0
20,11,23,23,5,4,5,5,0,0
10,8,975,33,6,5,5,6,0,0
14,8,46,6,6,6,6,5,0,0
8,9,33,33,4,5,4,4,0,0
21,6,18,6,4,5,5,5,1,0
6,8,216,216,5,5,5,4,0,0
17,9,23,23,5,5,5,5,0,0
12,1,42,42,4,5,4,5,0,0
4,8,35,27,6,6,6,7,0,0
5,8,28,28,5,4,6,7,1,0
23,10,55,34,7,6,7,7,1,1
4,7,21,21,8,8,7,7,1,0
16,8,19,19,6,7,6,7,1,0
20,8,185,13,4,6,4,3,0,0
4,7,443,14,6,5,7,6,1,0
17,6,21,21,6,6,6,6,0,0
20,11,30,13,5,4,6,7,0,0
19,5,782,8,4,5,4,4,0,0
3,5,24,24,5,5,5,5,1,0
8,6,130,20,3,2,3,3,0,0
13,7,90,80,3,3,2,3,0,0
9,5,33,6,6,7,6,6,1,0
4,6,28,8,5,4,6,7,1,0
13,6,43,25,7,8,7,6,0,0
8,9,45,45,9,7,9,10,1,0
4,4,44,9,5,6,5,5,0,0
13,9,189,189,8,8,9,7,1,0
3,5,300,49,2,3,2,3,0,0
17,9,1048,29,7,7,8,8,1,1
6,6,136,60,3,3,3,4,0,0
15,9,50,50,7,9,7,7,0,0
16,6,32,9,6,6,6,6,1,0
17,4,536,335,6,4,6,7,1,0
6,9,34,34,5,5,6,6,0,0
20,6,513,125,4,4,4,5,0,0
8,8,27,17,8,9,7,8,0,0
11,7,24,9,4,5,5,5,0,0
5,6,499,12,6,6,6,8,1,0
9,10,24,5,4,3,5,5,0,0
22,5,35,13,7,6,6,7,0,0
15,8,493,5,6,8,6,6,0,0
12,8,33,6,3,4,2,2,0,0
12,5,89,24,7,7,7,8,0,0
19,5,50,9,7,9,7,5,0,0
4,8,26,26,8,7,8,8,1,0
10,5,79,17,3,3,3,3,0,0
3,7,45,30,6,7,6,5,0,0
15,7,69,8,4,4,4,4,0,0
15,7,187,8,7,5,8,9,1,0
11,10,99,6,7,9,8,8,1,0
8,6,200,66,6,5,6,6,1,0
9,2,35,31,4,5,4,5,0,0
12,4,17,11,7,9,7,7,1,0
13,10,42,6,7,7,6,6,0,0
13,7,105,17,3,3,3,4,0,0
19,9,396,396,6,7,6,5,1,0
15,9,29,29,8,9,7,6,1,0
5,5,43,9,5,6,5,6,0,0
4,4,29,29,5,4,6,7,0,0
3,4,25,6,6,8,6,6,0,0
16,7,46,24,6,6,6,6,0,0
17,7,24,24,5,5,5,6,0,0
12,8,52,52,6,6,6,6,0,0
7,6,64,16,6,8,6,6,0,0
21,6,73,64,8,6,8,9,1,0
12,6,29,19,6,5,6,7,0,0
5,10,64,64,5,4,5,6,1,0
15,5,51,9,9,8,9,9,1,0
3,7,18,18,5,4,4,5,0,0
23,10,29,8,6,6,6,5,0,0
3,5,19,18,5,5,5,6,0,0
17,7,72,5,5,4,5,6,0,0
16,6,60,8,2,2,2,3,0,0
9,6,42,9,9,10,10,10,1,0
10,15,76,4,8,7,8,8,1,0
21,6,259,7,7,8,7,7,1,0
12,8,293,8,6,7,6,5,0,0
7,9,26,14,5,5,5,5,0,0
14,6,29,29,5,6,5,6,0,0
8,10,417,72,8,6,8,9,1,1
20,7,22,11,5,4,5,5,0,0
22,10,18,5,4,5,4,3,1,0
7,7,597,18,5,5,5,5,1,0
9,13,40,60,7,8,8,7,0,1
12,7,917,12,5,5,6,6,0,0
10,6,36,36,5,4,5,4,0,0
4,13,232,7,7,8,7,7,0,0
14,8,28,15,7,6,7,7,0,0
17,12,38,32,10,10,10,9,1,1
23,9,54,54,6,8,6,6,0,0
13,7,90,31,6,5,7,7,1,0
20,11,102,25,5,4,5,6,0,0
15,7,21,21,5,5,5,5,0,0
7,10,112,9,5,6,6,6,1,0
8,6,60,9,5,5,5,6,0,0
2,7,43,35,4,4,4,5,0,0
16,3,46,7,4,6,4,4,0,0
22,11,44,7,6,6,5,5,0,0
15,8,569,569,6,7,6,5,1,0
10,9,56,10,6,6,7,7,0,0
18,12,143,41,8,7,8,8,1,1
21,9,26,14,5,6,4,4,0,0
19,5,25,14,8,8,10,10,1,0
6,6,23,18,9,8,9,8,0,0
3,7,20,20,7,6,7,7,1,0
9,14,20,40,9,7,9,8,1,1
17,5,22,22,4,5,4,5,0,0
13,8,19,19,6,6,6,6,0,0
